# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
   27.846482471    1.099202503    1.115515333    1.113384838
   27.896564274    1.098850726    1.115105686    1.112982305
   27.946646077    1.098500810    1.114698209    1.112581907
   27.996727880    1.098152744    1.114292884    1.112183627
   28.046809683    1.097806513    1.113889697    1.111787450
   28.096891486    1.097462106    1.113488633    1.111393364
   28.146973289    1.097119508    1.113089678    1.111001351
   28.197055092    1.096778709    1.112692816    1.110611399
   28.247136895    1.096439694    1.112298032    1.110223492
   28.297218698    1.096102452    1.111905314    1.109837616
   28.347300501    1.095766971    1.111514645    1.109453758
   28.397382304    1.095433238    1.111126013    1.109071904
   28.447464107    1.095101241    1.110739402    1.108692038
   28.497545910    1.094770968    1.110354799    1.108314148
   28.547627713    1.094442407    1.109972190    1.107938220
   28.597709516    1.094115547    1.109591562    1.107564241
   28.647791319    1.093790376    1.109212900    1.107192197
   28.697873122    1.093466882    1.108836192    1.106822074
   28.747954925    1.093145053    1.108461423    1.106453860
   28.798036728    1.092824879    1.108088581    1.106087541
   28.848118531    1.092506348    1.107717652    1.105723105
   28.898200334    1.092189449    1.107348624    1.105360539
   28.948282137    1.091874170    1.106981484    1.104999830
   28.998363940    1.091560502    1.106616218    1.104640965
   29.048445743    1.091248432    1.106252814    1.104283932
   29.098527546    1.090937950    1.105891259    1.103928718
   29.148609349    1.090629046    1.105531541    1.103575311
   29.198691152    1.090321708    1.105173648    1.103223700
   29.248772955    1.090015926    1.104817567    1.102873871
   29.298854758    1.089711690    1.104463286    1.102525812
   29.348936561    1.089408990    1.104110793    1.102179513
   29.399018364    1.089107814    1.103760076    1.101834961
   29.449100167    1.088808153    1.103411123    1.101492144
   29.499181970    1.088509997    1.103063922    1.101151051
   29.549263773    1.088213335    1.102718462    1.100811670
   29.599345576    1.087918158    1.102374731    1.100473990
   29.649427379    1.087624456    1.102032717    1.100137999
   29.699509182    1.087332220    1.101692410    1.099803687
   29.749590985    1.087041438    1.101353797    1.099471042
   29.799672788    1.086752102    1.101016868    1.099140052
   29.849754591    1.086464203    1.100681612    1.098810709
   29.899836394    1.086177730    1.100348017    1.098482999
   29.949918197    1.085892674    1.100016073    1.098156913
   30.000000000    1.085609027    1.099685769    1.097832440
