# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
    8.064170284    2.073927851    2.250886199    2.239006561
    8.114252087    2.061851400    2.236816784    2.224959945
    8.164333890    2.049974346    2.222979727    2.211147236
    8.214415693    2.038292369    2.209369996    2.197563325
    8.264497496    2.026801267    2.195982689    2.184203242
    8.314579299    2.015496946    2.182813036    2.171062150
    8.364661102    2.004375423    2.169856396    2.158135341
    8.414742905    1.993432821    2.157108246    2.145418232
    8.464824708    1.982665361    2.144564185    2.132906362
    8.514906511    1.972069366    2.132219924    2.120595385
    8.564988314    1.961641252    2.120071289    2.108481070
    8.615070117    1.951377529    2.108114210    2.096559296
    8.665151920    1.941274797    2.096344723    2.084826049
    8.715233723    1.931329741    2.084758967    2.073277417
    8.765315526    1.921539132    2.073353177    2.061909588
    8.815397329    1.911899822    2.062123683    2.050718850
    8.865479132    1.902408742    2.051066910    2.039701583
    8.915560935    1.893062900    2.040179371    2.028854257
    8.965642738    1.883859379    2.029457664    2.018173433
    9.015724541    1.874795335    2.018898476    2.007655757
    9.065806344    1.865867993    2.008498571    1.997297959
    9.115888147    1.857074646    1.998254797    1.987096849
    9.165969950    1.848412654    1.988164075    1.977049315
    9.216051753    1.839879441    1.978223404    1.967152324
    9.266133556    1.831472494    1.968429853    1.957402914
    9.316215359    1.823189359    1.958780566    1.947798197
    9.366297162    1.815027643    1.949272750    1.938335353
    9.416378965    1.806985009    1.939903684    1.929011631
    9.466460768    1.799059175    1.930670707    1.919824346
    9.516542571    1.791247914    1.921571225    1.910770876
    9.566624374    1.783549051    1.912602702    1.901848662
    9.616706177    1.775960463    1.903762664    1.893055206
    9.666787980    1.768480074    1.895048692    1.884388066
    9.716869783    1.761105859    1.886458427    1.875844861
    9.766951586    1.753835838    1.877989561    1.867423263
    9.817033389    1.746668078    1.869639841    1.859120997
    9.867115192    1.739600690    1.861407064    1.850935844
    9.917196995    1.732631827    1.853289081    1.842865633
    9.967278798    1.725759684    1.845283787    1.834908243
   10.017360601    1.718982500    1.837389128    1.827061603
   10.067442404    1.712298549    1.829603095    1.819323688
   10.117524207    1.705706146    1.821923725    1.811692518
   10.167606010    1.699203645    1.814349098    1.804166158
   10.217687813    1.692789434    1.806877336    1.796742717
   10.267769616    1.686461938    1.799506604    1.789420346
   10.317851419    1.680219617    1.792235107    1.782197235
   10.367933222    1.674060964    1.785061089    1.775071617
   10.418015025    1.667984505    1.777982832    1.768041762
   10.468096828    1.661988799    1.770998658    1.761105978
   10.518178631    1.656072435    1.764106922    1.754262611
   10.568260434    1.650234033    1.757306017    1.747510043
   10.618342237    1.644472244    1.750594368    1.740846688
   10.668424040    1.638785744    1.743970436    1.734270998
   10.718505843    1.633173242    1.737432715    1.727781456
   10.768587646    1.627633472    1.730979728    1.721376579
   10.818669449    1.622165194    1.724610033    1.715054914
   10.868751252    1.616767195    1.718322215    1.708815038
   10.918833055    1.611438288    1.712114891    1.702655562
   10.968914858    1.606177310    1.705986707    1.696575121
   11.018996661    1.600983122    1.699936335    1.690572383
   11.069078464    1.595854610    1.693962476    1.684646042
   11.119160267    1.590790682    1.688063858    1.678794817
   11.169242070    1.585790267    1.682239235    1.673017458
   11.219323873    1.580852319    1.676487385    1.667312737
   11.269405676    1.575975811    1.670807113    1.661679453
   11.319487479    1.571159737    1.665197248    1.656116428
   11.369569282    1.566403113    1.659656642    1.650622511
   11.419651085    1.561704973    1.654184169    1.645196571
   11.469732888    1.557064371    1.648778727    1.639837501
   11.519814691    1.552480380    1.643439238    1.634544217
   11.569896494    1.547952092    1.638164641    1.629315656
   11.619978297    1.543478616    1.632953899    1.624150777
   11.670060100    1.539059079    1.627805996    1.619048559
   11.720141903    1.534692626    1.622719934    1.614008001
   11.770223706    1.530378417    1.617694735    1.609028122
   11.820305509    1.526115630    1.612729442    1.604107961
   11.870387312    1.521903459    1.607823114    1.599246575
   11.920469115    1.517741112    1.602974830    1.594443040
   11.970550918    1.513627813    1.598183686    1.589696448
   12.020632721    1.509562803    1.593448795    1.585005912
   12.070714524    1.505545335    1.588769290    1.580370560
   12.120796327    1.501574677    1.584144316    1.575789537
   12.170878130    1.497650112    1.579573037    1.571262004
   12.220959933    1.493770934    1.575054633    1.566787138
   12.271041736    1.489936453    1.570588299    1.562364134
   12.321123539    1.486145991    1.566173244    1.557992198
   12.371205342    1.482398882    1.561808693    1.553670555
   12.421287145    1.478694474    1.557493886    1.549398443
   12.471368948    1.475032126    1.553228077    1.545175113
   12.521450751    1.471411210    1.549010532    1.540999832
   12.571532554    1.467831107    1.544840533    1.536871880
   12.621614357    1.464291212    1.540717373    1.532790550
   12.671696160    1.460790931    1.536640361    1.528755147
   12.721777963    1.457329680    1.532608814    1.524764992
   12.771859766    1.453906885    1.528622067    1.520819415
   12.821941569    1.450521983    1.524679463    1.516917761
   12.872023372    1.447174423    1.520780359    1.513059384
   12.922105175    1.443863661    1.516924121    1.509243653
   12.972186978    1.440589165    1.513110130    1.505469946
   13.022268781    1.437350412    1.509337775    1.501737653
   13.072350584    1.434146886    1.505606459    1.498046175
   13.122432387    1.430978084    1.501915592    1.494394923
   13.172514190    1.427843510    1.498264597    1.490783320
   13.222595993    1.424742677    1.494652906    1.487210799
   13.272677796    1.421675105    1.491079963    1.483676801
   13.322759599    1.418640325    1.487545218    1.480180779
   13.372841402    1.415637875    1.484048135    1.476722196
   13.422923205    1.412667301    1.480588183    1.473300521
   13.473005008    1.409728158    1.477164845    1.469915236
   13.523086811    1.406820005    1.473777608    1.466565832
   13.573168614    1.403942414    1.470425971    1.463251805
   13.623250417    1.401094961    1.467109442    1.459972663
   13.673332220    1.398277230    1.463827535    1.456727923
   13.723414023    1.395488811    1.460579773    1.453517108
   13.773495826    1.392729303    1.457365690    1.450339750
   13.823577629    1.389998310    1.454184823    1.447195389
   13.873659432    1.387295445    1.451036722    1.444083574
   13.923741235    1.384620325    1.447920939    1.441003859
   13.973823038    1.381972575    1.444837039    1.437955809
   14.023904841    1.379351825    1.441784592    1.434938994
   14.073986644    1.376757713    1.438763173    1.431952991
   14.124068447    1.374189881    1.435772367    1.428997385
   14.174150250    1.371647979    1.432811766    1.426071768
   14.224232053    1.369131661    1.429880967    1.423175738
   14.274313856    1.366640587    1.426979574    1.420308901
   14.324395659    1.364174424    1.424107198    1.417470868
   14.374477462    1.361732843    1.421263457    1.414661258
   14.424559265    1.359315520    1.418447973    1.411879694
   14.474641068    1.356922139    1.415660378    1.409125807
   14.524722871    1.354552385    1.412900305    1.406399234
   14.574804674    1.352205952    1.410167398    1.403699617
   14.624886477    1.349882537    1.407461302    1.401026605
   14.674968280    1.347581842    1.404781672    1.398379851
   14.725050083    1.345303573    1.402128165    1.395759015
   14.775131886    1.343047443    1.399500445    1.393163761
   14.825213689    1.340813167    1.396898183    1.390593761
   14.875295492    1.338600466    1.394321053    1.388048690
   14.925377295    1.336409066    1.391768733    1.385528227
   14.975459098    1.334238695    1.389240910    1.383032061
   15.025540902    1.332089088    1.386737273    1.380559880
   15.075622705    1.329959982    1.384257516    1.378111381
   15.125704508    1.327851119    1.381801340    1.375686264
   15.175786311    1.325762246    1.379368447    1.373284235
   15.225868114    1.323693112    1.376958547    1.370905002
   15.275949917    1.321643471    1.374571353    1.368548281
   15.326031720    1.319613080    1.372206583    1.366213790
   15.376113523    1.317601702    1.369863958    1.363901253
   15.426195326    1.315609100    1.367543206    1.361610395
   15.476277129    1.313635044    1.365244055    1.359340950
   15.526358932    1.311679306    1.362966241    1.357092652
   15.576440735    1.309741661    1.360709503    1.354865242
   15.626522538    1.307821889    1.358473583    1.352658463
   15.676604341    1.305919772    1.356258227    1.350472062
   15.726686144    1.304035095    1.354063186    1.348305791
   15.776767947    1.302167647    1.351888213    1.346159406
   15.826849750    1.300317220    1.349733068    1.344032664
   15.876931553    1.298483610    1.347597510    1.341925329
   15.927013356    1.296666615    1.345481305    1.339837166
   15.977095159    1.294866035    1.343384221    1.337767945
   16.027176962    1.293081676    1.341306031    1.335717440
   16.077258765    1.291313344    1.339246509    1.333685425
   16.127340568    1.289560848    1.337205433    1.331671682
   16.177422371    1.287824002    1.335182586    1.329675992
   16.227504174    1.286102622    1.333177753    1.327698143
   16.277585977    1.284396524    1.331190722    1.325737922
   16.327667780    1.282705531    1.329221284    1.323795123
   16.377749583    1.281029464    1.327269232    1.321869541
   16.427831386    1.279368152    1.325334366    1.319960974
   16.477913189    1.277721420    1.323416484    1.318069224
   16.527994992    1.276089102    1.321515390    1.316194094
   16.578076795    1.274471030    1.319630889    1.314335392
   16.628158598    1.272867039    1.317762790    1.312492927
   16.678240401    1.271276968    1.315910905    1.310666513
   16.728322204    1.269700658    1.314075048    1.308855963
   16.778404007    1.268137950    1.312255036    1.307061096
   16.828485810    1.266588691    1.310450687    1.305281732
   16.878567613    1.265052726    1.308661823    1.303517695
   16.928649416    1.263529906    1.306888270    1.301768809
   16.978731219    1.262020081    1.305129854    1.300034903
   17.028813022    1.260523105    1.303386404    1.298315807
   17.078894825    1.259038833    1.301657751    1.296611353
   17.128976628    1.257567124    1.299943731    1.294921377
   17.179058431    1.256107836    1.298244178    1.293245717
   17.229140234    1.254660831    1.296558933    1.291584211
   17.279222037    1.253225973    1.294887835    1.289936702
   17.329303840    1.251803126    1.293230728    1.288303034
   17.379385643    1.250392158    1.291587456    1.286683052
   17.429467446    1.248992937    1.289957868    1.285076606
   17.479549249    1.247605335    1.288341813    1.283483546
   17.529631052    1.246229223    1.286739141    1.281903724
   17.579712855    1.244864477    1.285149707    1.280336995
   17.629794658    1.243510971    1.283573365    1.278783215
   17.679876461    1.242168584    1.282009975    1.277242242
   17.729958264    1.240837195    1.280459393    1.275713938
   17.780040067    1.239516684    1.278921483    1.274198164
   17.830121870    1.238206934    1.277396107    1.272694784
   17.880203673    1.236907830    1.275883130    1.271203664
   17.930285476    1.235619257    1.274382419    1.269724673
   17.980367279    1.234341101    1.272893842    1.268257679
   18.030449082    1.233073252    1.271417269    1.266802553
   18.080530885    1.231815600    1.269952573    1.265359170
   18.130612688    1.230568036    1.268499627    1.263927402
   18.180694491    1.229330453    1.267058307    1.262507127
   18.230776294    1.228102746    1.265628490    1.261098223
   18.280858097    1.226884811    1.264210053    1.259700569
   18.330939900    1.225676544    1.262802878    1.258314046
   18.381021703    1.224477844    1.261406846    1.256938538
   18.431103506    1.223288610    1.260021841    1.255573927
   18.481185309    1.222108745    1.258647746    1.254220100
   18.531267112    1.220938151    1.257284450    1.252876944
   18.581348915    1.219776730    1.255931838    1.251544349
   18.631430718    1.218624388    1.254589802    1.250222203
   18.681512521    1.217481032    1.253258230    1.248910398
   18.731594324    1.216346567    1.251937016    1.247608828
   18.781676127    1.215220904    1.250626052    1.246317387
   18.831757930    1.214103952    1.249325234    1.245035970
   18.881839733    1.212995620    1.248034457    1.243764475
   18.931921536    1.211895823    1.246753620    1.242502799
   18.982003339    1.210804471    1.245482620    1.241250843
   19.032085142    1.209721481    1.244221359    1.240008507
   19.082166945    1.208646766    1.242969736    1.238775693
   19.132248748    1.207580244    1.241727655    1.237552305
   19.182330551    1.206521831    1.240495020    1.236338248
   19.232412354    1.205471447    1.239271735    1.235133426
   19.282494157    1.204429009    1.238057707    1.233937748
   19.332575960    1.203394440    1.236852842    1.232751121
   19.382657763    1.202367660    1.235657050    1.231573455
   19.432739566    1.201348592    1.234470240    1.230404660
   19.482821369    1.200337159    1.233292323    1.229244647
   19.532903172    1.199333286    1.232123210    1.228093329
   19.582984975    1.198336897    1.230962815    1.226950620
   19.633066778    1.197347918    1.229811051    1.225816435
   19.683148581    1.196366278    1.228667833    1.224690689
   19.733230384    1.195391903    1.227533078    1.223573300
   19.783312187    1.194424724    1.226406703    1.222464184
   19.833393990    1.193464668    1.225288625    1.221363262
   19.883475793    1.192511667    1.224178764    1.220270452
   19.933557596    1.191565653    1.223077040    1.219185677
   19.983639399    1.190626556    1.221983374    1.218108856
   20.033721202    1.189694312    1.220897688    1.217039914
   20.083803005    1.188768853    1.219819905    1.215978774
   20.133884808    1.187850113    1.218749948    1.214925360
   20.183966611    1.186938029    1.217687743    1.213879598
   20.234048414    1.186032537    1.216633215    1.212841414
   20.284130217    1.185133573    1.215586291    1.211810736
   20.334212020    1.184241075    1.214546898    1.210787492
   20.384293823    1.183354982    1.213514964    1.209771610
   20.434375626    1.182475232    1.212490419    1.208763021
   20.484457429    1.181601766    1.211473192    1.207761655
   20.534539232    1.180734525    1.210463215    1.206767444
   20.584621035    1.179873448    1.209460418    1.205780320
   20.634702838    1.179018480    1.208464735    1.204800216
   20.684784641    1.178169561    1.207476098    1.203827065
   20.734866444    1.177326636    1.206494442    1.202860803
   20.784948247    1.176489648    1.205519700    1.201901366
   20.835030050    1.175658542    1.204551810    1.200948688
   20.885111853    1.174833263    1.203590706    1.200002707
   20.935193656    1.174013758    1.202636326    1.199063361
   20.985275459    1.173199972    1.201688608    1.198130588
   21.035357262    1.172391853    1.200747490    1.197204326
   21.085439065    1.171589349    1.199812912    1.196284517
   21.135520868    1.170792407    1.198884812    1.195371100
   21.185602671    1.170000978    1.197963131    1.194464016
   21.235684474    1.169215010    1.197047812    1.193563208
   21.285766277    1.168434453    1.196138795    1.192668617
   21.335848080    1.167659258    1.195236023    1.191780187
   21.385929883    1.166889377    1.194339439    1.190897861
   21.436011686    1.166124760    1.193448988    1.190021585
   21.486093489    1.165365361    1.192564613    1.189151303
   21.536175292    1.164611133    1.191686259    1.188286960
   21.586257095    1.163862028    1.190813873    1.187428503
   21.636338898    1.163118000    1.189947401    1.186575880
   21.686420701    1.162379005    1.189086789    1.185729036
   21.736502504    1.161644996    1.188231985    1.184887921
   21.786584307    1.160915929    1.187382938    1.184052484
   21.836666110    1.160191761    1.186539595    1.183222672
   21.886747913    1.159472447    1.185701906    1.182398437
   21.936829716    1.158757945    1.184869820    1.181579728
   21.986911519    1.158048212    1.184043289    1.180766496
   22.036993322    1.157343205    1.183222263    1.179958693
   22.087075125    1.156642883    1.182406694    1.179156270
   22.137156928    1.155947205    1.181596532    1.178359181
   22.187238731    1.155256130    1.180791732    1.177567378
   22.237320534    1.154569618    1.179992245    1.176780815
   22.287402337    1.153887628    1.179198026    1.175999446
   22.337484140    1.153210122    1.178409029    1.175223225
   22.387565943    1.152537059    1.177625207    1.174452107
   22.437647746    1.151868402    1.176846516    1.173686048
   22.487729549    1.151204113    1.176072911    1.172925004
   22.537811352    1.150544153    1.175304349    1.172168932
   22.587893155    1.149888485    1.174540786    1.171417788
   22.637974958    1.149237072    1.173782179    1.170671529
   22.688056761    1.148589878    1.173028484    1.169930114
   22.738138564    1.147946866    1.172279661    1.169193501
   22.788220367    1.147308001    1.171535667    1.168461649
   22.838302170    1.146673247    1.170796461    1.167734517
   22.888383973    1.146042569    1.170062002    1.167012064
   22.938465776    1.145415932    1.169332250    1.166294251
   22.988547579    1.144793303    1.168607165    1.165581037
   23.038629382    1.144174646    1.167886707    1.164872385
   23.088711185    1.143559929    1.167170837    1.164168256
   23.138792988    1.142949118    1.166459517    1.163468610
   23.188874791    1.142342181    1.165752707    1.162773410
   23.238956594    1.141739084    1.165050371    1.162082620
   23.289038397    1.141139796    1.164352470    1.161396201
   23.339120200    1.140544285    1.163658968    1.160714117
   23.389202003    1.139952518    1.162969828    1.160036331
   23.439283806    1.139364466    1.162285013    1.159362809
   23.489365609    1.138780097    1.161604487    1.158693513
   23.539447412    1.138199380    1.160928215    1.158028410
   23.589529215    1.137622285    1.160256162    1.157367464
   23.639611018    1.137048783    1.159588293    1.156710641
   23.689692821    1.136478843    1.158924572    1.156057906
   23.739774624    1.135912437    1.158264967    1.155409226
   23.789856427    1.135349535    1.157609443    1.154764568
   23.839938230    1.134790108    1.156957966    1.154123898
   23.890020033    1.134234128    1.156310504    1.153487184
   23.940101836    1.133681568    1.155667024    1.152854393
   23.990183639    1.133132398    1.155027493    1.152225493
   24.040265442    1.132586592    1.154391879    1.151600453
   24.090347245    1.132044122    1.153760151    1.150979241
   24.140429048    1.131504961    1.153132276    1.150361826
   24.190510851    1.130969082    1.152508225    1.149748178
   24.240592654    1.130436459    1.151887965    1.149138265
   24.290674457    1.129907066    1.151271466    1.148532057
   24.340756260    1.129380876    1.150658698    1.147929526
   24.390838063    1.128857865    1.150049632    1.147330640
   24.440919866    1.128338006    1.149444237    1.146735372
   24.491001669    1.127821274    1.148842484    1.146143691
   24.541083472    1.127307645    1.148244344    1.145555569
   24.591165275    1.126797093    1.147649789    1.144970979
   24.641247078    1.126289594    1.147058789    1.144389891
   24.691328881    1.125785125    1.146471318    1.143812278
   24.741410684    1.125283660    1.145887345    1.143238112
   24.791492487    1.124785177    1.145306845    1.142667366
   24.841574290    1.124289652    1.144729790    1.142100014
   24.891656093    1.123797061    1.144156152    1.141536027
   24.941737896    1.123307381    1.143585905    1.140975380
   24.991819699    1.122820591    1.143019022    1.140418047
   25.041901503    1.122336666    1.142455477    1.139864001
   25.091983306    1.121855585    1.141895244    1.139313217
   25.142065109    1.121377326    1.141338296    1.138765670
   25.192146912    1.120901866    1.140784610    1.138221333
   25.242228715    1.120429184    1.140234158    1.137680183
   25.292310518    1.119959258    1.139686916    1.137142194
   25.342392321    1.119492067    1.139142860    1.136607341
   25.392474124    1.119027590    1.138601964    1.136075602
   25.442555927    1.118565806    1.138064204    1.135546951
   25.492637730    1.118106695    1.137529557    1.135021364
   25.542719533    1.117650235    1.136997998    1.134498819
   25.592801336    1.117196406    1.136469503    1.133979292
   25.642883139    1.116745189    1.135944050    1.133462759
   25.692964942    1.116296564    1.135421615    1.132949198
   25.743046745    1.115850510    1.134902174    1.132438587
   25.793128548    1.115407008    1.134385706    1.131930902
   25.843210351    1.114966039    1.133872187    1.131426121
   25.893292154    1.114527583    1.133361596    1.130924223
   25.943373957    1.114091622    1.132853910    1.130425185
   25.993455760    1.113658137    1.132349107    1.129928986
   26.043537563    1.113227109    1.131847166    1.129435604
   26.093619366    1.112798519    1.131348065    1.128945019
   26.143701169    1.112372350    1.130851782    1.128457209
   26.193782972    1.111948582    1.130358297    1.127972153
   26.243864775    1.111527199    1.129867588    1.127489831
   26.293946578    1.111108183    1.129379636    1.127010222
   26.344028381    1.110691515    1.128894419    1.126533306
   26.394110184    1.110277179    1.128411917    1.126059063
   26.444191987    1.109865156    1.127932109    1.125587473
   26.494273790    1.109455430    1.127454977    1.125118516
   26.544355593    1.109047985    1.126980500    1.124652174
   26.594437396    1.108642802    1.126508658    1.124188425
   26.644519199    1.108239866    1.126039433    1.123727253
   26.694601002    1.107839159    1.125572804    1.123268636
   26.744682805    1.107440666    1.125108753    1.122812557
   26.794764608    1.107044371    1.124647261    1.122358997
   26.844846411    1.106650256    1.124188310    1.121907937
   26.894928214    1.106258307    1.123731880    1.121459360
   26.945010017    1.105868507    1.123277953    1.121013247
   26.995091820    1.105480841    1.122826511    1.120569579
   27.045173623    1.105095293    1.122377536    1.120128340
   27.095255426    1.104711849    1.121931011    1.119689512
   27.145337229    1.104330492    1.121486916    1.119253076
   27.195419032    1.103951208    1.121045236    1.118819017
   27.245500835    1.103573981    1.120605952    1.118387316
   27.295582638    1.103198797    1.120169047    1.117957957
   27.345664441    1.102825642    1.119734504    1.117530923
   27.395746244    1.102454500    1.119302306    1.117106196
   27.445828047    1.102085358    1.118872436    1.116683761
   27.495909850    1.101718200    1.118444878    1.116263602
   27.545991653    1.101353014    1.118019616    1.115845701
   27.596073456    1.100989784    1.117596632    1.115430042
   27.646155259    1.100628497    1.117175911    1.115016611
   27.696237062    1.100269139    1.116757436    1.114605390
   27.746318865    1.099911696    1.116341192    1.114196365
   27.796400668    1.099556155    1.115927163    1.113789519
