# energy grid [eV]     epsr_x  epsr_y  epsr_z
    0.051081803-1649.493898564 -176.688701535-1862.921058043
    0.101163606 -346.534746546   64.954929957 -360.209307155
    0.151245409 -120.221556121   86.922339213 -138.293999420
    0.201327212  -82.597700813   40.830208996  -81.932912693
    0.251409015  -83.168034419   -5.756397652  -65.179678436
    0.301490818  -67.766414704  -14.726966448  -77.584818695
    0.351572621  -47.483778363   -9.455950940  -78.721521930
    0.401654424  -33.922006104   -4.319113881  -72.620670741
    0.451736227  -28.419217725   -3.472751720  -61.212251774
    0.501818030  -23.259768861   -1.441112694  -45.386362503
    0.551899833  -15.563643268    3.362349721  -35.799758071
    0.601981636   -9.870825832    6.489572279  -33.519160163
    0.652063439   -7.629901029    6.415994553  -41.230198011
    0.702145242   -6.108178608    6.113125478  -48.448788155
    0.752227045   -5.322944170    4.506933633  -49.694573248
    0.802308848   -3.715159891    4.362721846  -45.358004739
    0.852390651   -2.352618788    4.702657838  -40.071137451
    0.902472454   -1.488940643    3.654250532  -36.311474555
    0.952554257   -3.846777946   -0.305523575  -34.194777833
    1.002636060   -4.256481073   -2.429663448  -29.688868339
    1.052717863   -3.216352333   -2.908284219  -24.538071152
    1.102799666   -3.185353683   -3.227826731  -19.917281885
    1.152881469   -4.745331883   -4.728743881  -16.078212567
    1.202963272   -5.838077440   -5.607041384  -12.971695820
    1.253045075   -5.443325335   -4.937224169  -11.141335651
    1.303126878   -5.337119440   -4.880376573  -11.983965551
    1.353208681   -4.978023596   -4.785083447  -12.578518324
    1.403290484   -4.325701708   -4.263766443  -11.941402250
    1.453372287   -3.318544973   -3.531904978  -11.297596662
    1.503454090   -2.435421560   -2.685730957  -11.026108232
    1.553535893   -1.825610037   -2.640121458  -10.620055698
    1.603617696   -2.462063659   -4.018050647  -10.059562260
    1.653699499   -6.040423580   -6.080040139   -9.826569751
    1.703781302   -9.756151825   -8.389630244   -9.036635613
    1.753863105  -11.017199670   -9.641389147   -7.724246209
    1.803944908  -10.526328126   -9.640489917   -6.587427195
    1.854026711   -9.493487552   -9.458727765   -5.873197643
    1.904108514   -8.639276569   -8.396452719   -5.026965183
    1.954190317   -8.344704128   -7.218570242   -4.244136585
    2.004272120   -8.494542061   -6.865911747   -3.846092093
    2.054353923   -8.792579067   -7.785060703   -4.064907246
    2.104435726   -9.038603555   -8.889864256   -5.183377915
    2.154517529   -8.695337305   -9.253262981   -6.107930629
    2.204599332   -7.634518368   -8.515032313   -6.698836119
    2.254681135   -6.605902250   -7.650940595   -6.932275561
    2.304762938   -6.670190048   -7.675156737   -6.455442455
    2.354844741   -7.647220650   -8.622796345   -5.626792551
    2.404926544   -8.288490240   -9.015013918   -5.152336011
    2.455008347   -8.382050345   -9.036578939   -5.979465127
    2.505090150   -8.309624711   -9.208919014   -6.189031403
    2.555171953   -8.438552858   -9.591829093   -5.421623653
    2.605253756   -8.397573617   -9.443413960   -4.193170722
    2.655335559   -8.301805072   -9.194032621   -3.263777158
    2.705417362   -7.969364128   -8.573139046   -3.451140358
    2.755499165   -7.550287525   -7.767034130   -5.409032184
    2.805580968   -7.262908425   -7.418086877   -6.363120415
    2.855662771   -6.990284362   -7.587493460   -5.843557053
    2.905744574   -6.609861665   -7.784595181   -4.853534057
    2.955826377   -6.219679159   -7.792678975   -3.741508852
    3.005908180   -5.873995071   -7.547565205   -2.769139204
    3.055989983   -5.861607424   -7.292032953   -2.326176779
    3.106071786   -6.088851649   -7.174957329   -2.331735901
    3.156153589   -6.259835530   -7.343160489   -3.291440943
    3.206235392   -6.388627330   -7.513333266   -4.794157286
    3.256317195   -6.453611680   -7.510383290   -6.352759765
    3.306398998   -6.394376161   -7.461313939   -8.282760064
    3.356480801   -6.239487174   -7.426392820   -9.883993676
    3.406562604   -6.049540520   -7.429955970  -10.493056157
    3.456644407   -6.176927650   -7.628635944  -10.480097415
    3.506726210   -6.899206572   -8.188554097  -10.386469558
    3.556808013   -7.524838743   -8.600946296  -10.237888886
    3.606889816   -7.392031403   -8.462250132   -9.749559313
    3.656971619   -7.111174723   -8.154522911   -9.084819060
    3.707053422   -6.709412878   -7.646847271   -8.484271210
    3.757135225   -6.215709459   -7.040291640   -8.410481935
    3.807217028   -5.745719753   -6.476963100   -8.678312298
    3.857298831   -5.349826335   -5.976923844   -8.608189320
    3.907380634   -5.011708903   -5.508340618   -8.416995210
    3.957462437   -4.684174066   -5.051548402   -8.162124586
    4.007544240   -4.367275267   -4.637273611   -7.810664188
    4.057626043   -4.109659037   -4.303406548   -7.423275623
    4.107707846   -3.844065502   -4.081378773   -7.078441385
    4.157789649   -3.616217673   -3.982123356   -6.712431893
    4.207871452   -3.456105810   -3.860384190   -6.425298495
    4.257953255   -3.201420528   -3.557756106   -6.198470378
    4.308035058   -2.887671213   -3.180133164   -5.987426595
    4.358116861   -2.594072150   -2.828985183   -5.802525076
    4.408198664   -2.568285418   -2.745897120   -5.523541362
    4.458280467   -2.683658114   -2.810190233   -5.123910773
    4.508362270   -2.678039199   -2.754213735   -4.748684036
    4.558444073   -2.626308345   -2.620762189   -4.387381825
    4.608525876   -2.512066776   -2.417142622   -4.076640766
    4.658607679   -2.367657475   -2.233747028   -3.882664555
    4.708689482   -2.249906281   -2.111751035   -3.853192892
    4.758771285   -2.104953691   -1.993282289   -3.925906680
    4.808853088   -2.073696914   -1.969071886   -3.931028235
    4.858934891   -2.147636066   -2.009214660   -3.861845216
    4.909016694   -2.128244115   -1.965541872   -3.846201923
    4.959098497   -2.072566041   -1.908225643   -3.850638303
