mu_eV,PF_W_per_mK2
1.7952,0.00021421
1.80813,0.000181878
1.82104,0.000146388
1.83397,0.000122616
1.84688,0.000108135
1.8598,8.72392e-05
1.87272,5.16575e-05
1.88564,1.61369e-05
1.89855,2.5345e-07
1.91148,7.87558e-06
1.9244,3.25953e-05
1.93732,6.38761e-05
1.95024,8.63675e-05
1.96315,8.98568e-05
1.97608,8.11227e-05
1.98899,7.66633e-05
2.00192,8.97573e-05
2.01483,0.000126946
2.02775,0.000182879
2.04066,0.000239013
2.05359,0.000279711
2.0665,0.000300091
2.07943,0.000297354
2.09234,0.000271932
2.10526,0.00023302
2.11819,0.000186101
2.1311,0.000125591
2.14403,5.50286e-05
2.15694,3.6784e-06
2.16986,3.03953e-05
2.18278,0.000208215
2.1957,0.000532303
2.20861,0.000841433
2.22154,0.000939464
2.23445,0.000793739
2.24738,0.000535742
2.26029,0.000299952
2.27321,0.000135778
2.28614,4.01825e-05
2.29905,1.85155e-06
2.31198,1.11048e-05
2.32489,6.25147e-05
2.33781,0.00014981
2.35072,0.000235224
2.36365,0.000242463
2.37656,0.000136064
2.38949,1.35291e-05
2.4024,4.21132e-05
2.41532,0.00025018
2.42824,0.000486999
2.44116,0.000629484
2.45407,0.000687944
2.467,0.00071559
2.47992,0.000722343
2.49284,0.000672775
2.50576,0.000530522
2.51867,0.000316015
2.5316,0.000118078
2.54451,1.45409e-05
2.55744,4.4416e-06
2.57035,4.27382e-05
2.58327,9.18473e-05
2.59618,0.000120654
2.60911,0.000102178
2.62202,4.61208e-05
2.63495,4.13134e-06
2.64787,4.17675e-06
2.66078,8.24631e-06
2.67371,2.05093e-06
2.68662,0.000119126
2.69955,0.000551144
2.71246,0.00128651
2.72538,0.0020611
2.7383,0.00259067
2.75122,0.00269215
2.76413,0.0022205
2.77706,0.0012076
2.78997,0.000224703
2.8029,4.97005e-05
2.81582,0.000581573
2.82873,0.00108165
2.84166,0.00118053
2.85457,0.000910751
2.8675,0.000446719
2.88041,6.50321e-05
2.89333,4.83574e-05
2.90625,0.000420402
2.91917,0.000855304
2.93208,0.00101732
2.94501,0.000883892
2.95792,0.000614451
2.97084,0.00033013
2.98376,0.000111608
2.99668,1.02886e-05
3.00961,6.82223e-06
3.02252,4.04984e-05
3.03544,6.94149e-05
3.04836,8.66847e-05
3.06128,0.000104161
3.07419,0.00013189
3.08712,0.000165237
3.10003,0.00018519
3.11296,0.000172998
3.12587,0.000117997
3.13879,3.1329e-05
3.15171,1.45455e-05
3.16463,0.000289599
3.17756,0.000992953
3.19047,0.00192864
3.20339,0.0026357
3.21631,0.00271139
3.22923,0.00222744
3.24214,0.00165488
3.25507,0.00125524
3.26798,0.000954873
3.28091,0.000622872
3.29382,0.000264404
3.30674,2.94801e-05
3.31965,2.86135e-05
3.33258,0.000189724
3.34549,0.000346156
3.35842,0.000401224
3.37134,0.000367402
3.38425,0.000280529
3.39718,0.000151453
3.41009,2.62795e-05
3.42302,1.77753e-05
3.43593,0.000185109
3.44885,0.000422738
3.46177,0.000570285
3.47469,0.000598056
3.4876,0.000589443
3.50053,0.000602409
3.51344,0.000625279
3.52637,0.000621785
3.53929,0.000567393
3.5522,0.000449179
3.56513,0.000283276
3.57804,0.000125753
3.59097,2.87263e-05
3.60388,1.51285e-07
3.6168,6.70515e-06
3.62971,7.51679e-06
3.64264,6.23532e-09
3.65555,1.8092e-05
