# energy grid [eV]     epsi_x  epsi_y  epsi_z
#
    0.001000000 1566.804865958 1098.275171446 1129.306691417
   10.067442404    0.013975059    0.016256182    0.015393154
   10.117524207    0.013733102    0.015974548    0.015136362
   10.167606010    0.013497242    0.015699989    0.014885729
   10.217687813    0.013267275    0.015432269    0.014641066
   10.267769616    0.013043007    0.015171159    0.014402190
   10.317851419    0.012824251    0.014916446    0.014168927
   10.367933222    0.012610833    0.014667923    0.013941112
   10.418015025    0.012402585    0.014425394    0.013718587
   10.468096828    0.012199348    0.014188675    0.013501199
   10.518178631    0.012000971    0.013957588    0.013288805
   10.568260434    0.011807309    0.013731964    0.013081268
   10.618342237    0.011618228    0.013511645    0.012878456
   10.668424040    0.011433598    0.013296477    0.012680245
   10.718505843    0.011253296    0.013086319    0.012486517
   10.768587646    0.011077210    0.012881033    0.012297159
   10.818669449    0.010905232    0.012680494    0.012112068
   10.868751252    0.010737261    0.012484583    0.011931143
   10.918833055    0.010573207    0.012293189    0.011754293
   10.968914858    0.010412985    0.012106210    0.011581434
   11.018996661    0.010256523    0.011923558    0.011412487
   11.069078464    0.010103756    0.011745151    0.011247386
   11.119160267    0.009954632    0.011570923    0.011086072
   11.169242070    0.009809115    0.011400823    0.010928499
   11.219323873    0.009667183    0.011234817    0.010774635
   11.269405676    0.009528840    0.011072896    0.010624468
   11.319487479    0.009394115    0.010915081    0.010478008
   11.369569282    0.009263079    0.010761436    0.010335305
   11.419651085    0.009135855    0.010612079    0.010196454
   11.469732888    0.009012646    0.010467217    0.010061633
   11.519814691    0.008893774    0.010327179    0.009931144
   11.569896494    0.008779749    0.010192500    0.009805510
   11.619978297    0.008671395    0.010064049    0.009685659
   11.670060100    0.008570091    0.009943295    0.009573335
   11.720141903    0.008478281    0.009832850    0.009472079
   11.770223706    0.008400623    0.009737719    0.009389782
   11.820305509    0.008346878    0.009668410    0.009345079
   11.870387312    0.008339433    0.009649086    0.009369170
   11.920469115    0.008426146    0.009731903    0.009418451
   11.970550918    0.008618572    0.009933512    0.009387036
   12.020632721    0.008739419    0.010048012    0.009272865
   12.070714524    0.008730428    0.010015733    0.009118441
   12.120796327    0.008648447    0.009920014    0.008960891
   12.170878130    0.008639767    0.009875551    0.008800486
   12.220959933    0.008698460    0.009924481    0.008660594
   12.271041736    0.008868397    0.010061852    0.008534544
   12.321123539    0.009321941    0.010514098    0.008446993
   12.371205342    0.009633526    0.010802994    0.008397556
   12.421287145    0.009517570    0.010631260    0.008406698
   12.471368948    0.009335623    0.010405387    0.008494192
   12.521450751    0.009140509    0.010153249    0.008666643
   12.571532554    0.008988418    0.009956887    0.008828451
   12.621614357    0.008880267    0.009800485    0.008897165
   12.671696160    0.008742274    0.009621405    0.008902356
   12.721777963    0.008701525    0.009537873    0.008961998
   12.771859766    0.008554993    0.009371411    0.009218521
   12.821941569    0.008440220    0.009244318    0.009665259
   12.872023372    0.008387554    0.009194999    0.010321702
   12.922105175    0.008290092    0.009103445    0.011147148
   12.972186978    0.008194609    0.008993649    0.012067490
   13.022268781    0.008159674    0.008906877    0.012930799
   13.072350584    0.008163296    0.008880989    0.013886857
   13.122432387    0.008208715    0.008895456    0.015148577
   13.172514190    0.008446318    0.009064829    0.016784203
   13.222595993    0.008957477    0.009443439    0.019047238
   13.272677796    0.009804585    0.010067651    0.021527182
   13.322759599    0.010916943    0.010723308    0.022768207
   13.372841402    0.012118858    0.011111154    0.022771748
   13.422923205    0.012772611    0.011052117    0.024674674
   13.473005008    0.012055412    0.010553373    0.028438610
   13.523086811    0.011435091    0.010217854    0.027937336
   13.573168614    0.010913300    0.010009718    0.024570602
   13.623250417    0.010851375    0.009819333    0.021995380
   13.673332220    0.011067265    0.009526307    0.020094791
   13.723414023    0.010882066    0.009037584    0.018334227
   13.773495826    0.010205525    0.008568923    0.016459354
   13.823577629    0.009659352    0.008347496    0.014259956
   13.873659432    0.009324678    0.008455522    0.012497543
   13.923741235    0.008889325    0.008651722    0.011585986
   13.973823038    0.008236324    0.008481340    0.011256597
   14.023904841    0.007336468    0.007701617    0.011238607
   14.073986644    0.006534637    0.006961829    0.011116209
   14.124068447    0.005926346    0.006459216    0.010593183
   14.174150250    0.005454244    0.006112749    0.010489563
   14.224232053    0.005146823    0.005883420    0.010610611
   14.274313856    0.004942685    0.005717647    0.009613654
   14.324395659    0.004792731    0.005575391    0.007806234
   14.374477462    0.004667482    0.005436988    0.006664480
   14.424559265    0.004554740    0.005286626    0.006051372
   14.474641068    0.004452733    0.005138774    0.005681388
   14.524722871    0.004363226    0.005023918    0.005430735
   14.574804674    0.004286792    0.004933794    0.005245592
   14.624886477    0.004218887    0.004856820    0.005099158
   14.674968280    0.004156579    0.004787441    0.004977368
   14.725050083    0.004098304    0.004723021    0.004872310
   14.775131886    0.004043147    0.004662158    0.004779214
   14.825213689    0.003990513    0.004604031    0.004695031
   14.875295492    0.003939988    0.004548115    0.004617722
   14.925377295    0.003891269    0.004494052    0.004545866
   14.975459098    0.003844128    0.004441587    0.004478442
   15.025540902    0.003798386    0.004390531    0.004414694
   15.075622705    0.003753901    0.004340739    0.004354052
   15.125704508    0.003710557    0.004292098    0.004296074
   15.175786311    0.003668261    0.004244515    0.004240412
   15.225868114    0.003626932    0.004197915    0.004186789
   15.275949917    0.003586504    0.004152235    0.004134981
   15.326031720    0.003546919    0.004107422    0.004084802
   15.376113523    0.003508127    0.004063431    0.004036099
   15.426195326    0.003470087    0.004020222    0.003988743
   15.476277129    0.003432760    0.003977760    0.003942625
   15.526358932    0.003396112    0.003936015    0.003897652
   15.576440735    0.003360114    0.003894958    0.003853744
   15.626522538    0.003324739    0.003854565    0.003810830
   15.676604341    0.003289962    0.003814814    0.003768850
   15.726686144    0.003255762    0.003775685    0.003727750
   15.776767947    0.003222119    0.003737157    0.003687482
   15.826849750    0.003189013    0.003699214    0.003648003
   15.876931553    0.003156429    0.003661839    0.003609277
   15.927013356    0.003124349    0.003625017    0.003571268
   15.977095159    0.003092761    0.003588734    0.003533946
   16.027176962    0.003061649    0.003552977    0.003497282
   16.077258765    0.003031000    0.003517732    0.003461250
   16.127340568    0.003000804    0.003482989    0.003425827
   16.177422371    0.002971048    0.003448735    0.003390992
   16.227504174    0.002941722    0.003414959    0.003356723
   16.277585977    0.002912815    0.003381652    0.003323003
   16.327667780    0.002884317    0.003348803    0.003289815
   16.377749583    0.002856220    0.003316403    0.003257141
   16.427831386    0.002828514    0.003284442    0.003224967
   16.477913189    0.002801191    0.003252913    0.003193279
   16.527994992    0.002774243    0.003221806    0.003162063
   16.578076795    0.002747661    0.003191113    0.003131307
   16.628158598    0.002721440    0.003160827    0.003100998
   16.678240401    0.002695570    0.003130939    0.003071127
   16.728322204    0.002670046    0.003101443    0.003041681
   16.778404007    0.002644860    0.003072331    0.003012650
   16.828485810    0.002620006    0.003043596    0.002984026
   16.878567613    0.002595478    0.003015231    0.002955798
   16.928649416    0.002571270    0.002987231    0.002927958
   16.978731219    0.002547376    0.002959588    0.002900497
   17.028813022    0.002523789    0.002932296    0.002873407
   17.078894825    0.002500506    0.002905349    0.002846681
   17.128976628    0.002477519    0.002878742    0.002820310
   17.179058431    0.002454824    0.002852468    0.002794289
   17.229140234    0.002432416    0.002826522    0.002768608
   17.279222037    0.002410289    0.002800899    0.002743263
   17.329303840    0.002388440    0.002775593    0.002718246
   17.379385643    0.002366863    0.002750598    0.002693551
   17.429467446    0.002345553    0.002725911    0.002669172
   17.479549249    0.002324507    0.002701526    0.002645103
   17.529631052    0.002303720    0.002677437    0.002621338
   17.579712855    0.002283187    0.002653641    0.002597873
   17.629794658    0.002262904    0.002630133    0.002574701
   17.679876461    0.002242868    0.002606907    0.002551817
   17.729958264    0.002223074    0.002583960    0.002529216
   17.780040067    0.002203519    0.002561288    0.002506894
   17.830121870    0.002184198    0.002538885    0.002484846
   17.880203673    0.002165108    0.002516748    0.002463066
   17.930285476    0.002146245    0.002494873    0.002441550
   17.980367279    0.002127607    0.002473256    0.002420295
   18.030449082    0.002109188    0.002451892    0.002399295
   18.080530885    0.002090986    0.002430779    0.002378546
   18.130612688    0.002072998    0.002409911    0.002358045
   18.180694491    0.002055220    0.002389286    0.002337786
   18.230776294    0.002037649    0.002368900    0.002317768
   18.280858097    0.002020282    0.002348749    0.002297984
   18.330939900    0.002003116    0.002328829    0.002278433
   18.381021703    0.001986148    0.002309138    0.002259110
   18.431103506    0.001969374    0.002289672    0.002240011
   18.481185309    0.001952793    0.002270428    0.002221133
   18.531267112    0.001936400    0.002251402    0.002202473
   18.581348915    0.001920194    0.002232592    0.002184027
   18.631430718    0.001904172    0.002213993    0.002165792
   18.681512521    0.001888330    0.002195604    0.002147766
   18.731594324    0.001872667    0.002177420    0.002129943
   18.781676127    0.001857180    0.002159440    0.002112323
   18.831757930    0.001841866    0.002141660    0.002094901
   18.881839733    0.001826722    0.002124078    0.002077675
   18.931921536    0.001811747    0.002106690    0.002060642
   18.982003339    0.001796937    0.002089494    0.002043798
   19.032085142    0.001782291    0.002072487    0.002027142
   19.082166945    0.001767806    0.002055666    0.002010671
   19.132248748    0.001753480    0.002039030    0.001994381
   19.182330551    0.001739311    0.002022574    0.001978270
   19.232412354    0.001725296    0.002006298    0.001962336
   19.282494157    0.001711434    0.001990198    0.001946576
   19.332575960    0.001697722    0.001974272    0.001930988
   19.382657763    0.001684158    0.001958517    0.001915569
   19.432739566    0.001670740    0.001942932    0.001900317
   19.482821369    0.001657466    0.001927514    0.001885229
   19.532903172    0.001644334    0.001912260    0.001870304
   19.582984975    0.001631343    0.001897168    0.001855538
   19.633066778    0.001618490    0.001882237    0.001840931
   19.683148581    0.001605773    0.001867464    0.001826479
   19.733230384    0.001593191    0.001852847    0.001812180
   19.783312187    0.001580741    0.001838383    0.001798033
   19.833393990    0.001568423    0.001824071    0.001784034
   19.883475793    0.001556234    0.001809910    0.001770184
   19.933557596    0.001544172    0.001795896    0.001756478
   19.983639399    0.001532236    0.001782027    0.001742916
   20.033721202    0.001520424    0.001768303    0.001729495
   20.083803005    0.001508735    0.001754721    0.001716214
   20.133884808    0.001497166    0.001741279    0.001703070
   20.183966611    0.001485717    0.001727975    0.001690062
   20.234048414    0.001474386    0.001714808    0.001677188
   20.284130217    0.001463171    0.001701775    0.001664446
   20.334212020    0.001452071    0.001688876    0.001651835
   20.384293823    0.001441083    0.001676107    0.001639353
   20.434375626    0.001430208    0.001663469    0.001626998
   20.484457429    0.001419443    0.001650958    0.001614768
   20.534539232    0.001408787    0.001638574    0.001602662
   20.584621035    0.001398238    0.001626315    0.001590678
   20.634702838    0.001387795    0.001614178    0.001578816
   20.684784641    0.001377457    0.001602163    0.001567072
   20.734866444    0.001367223    0.001590268    0.001555446
   20.784948247    0.001357091    0.001578492    0.001543935
   20.835030050    0.001347060    0.001566833    0.001532540
   20.885111853    0.001337128    0.001555289    0.001521258
   20.935193656    0.001327294    0.001543860    0.001510087
   20.985275459    0.001317558    0.001532543    0.001499027
   21.035357262    0.001307918    0.001521337    0.001488076
   21.085439065    0.001298372    0.001510241    0.001477232
   21.135520868    0.001288920    0.001499254    0.001466495
   21.185602671    0.001279560    0.001488374    0.001455862
   21.235684474    0.001270291    0.001477600    0.001445333
   21.285766277    0.001261113    0.001466931    0.001434907
   21.335848080    0.001252024    0.001456365    0.001424582
   21.385929883    0.001243022    0.001445901    0.001414356
   21.436011686    0.001234107    0.001435537    0.001404229
   21.486093489    0.001225278    0.001425274    0.001394200
   21.536175292    0.001216534    0.001415109    0.001384266
   21.586257095    0.001207874    0.001405040    0.001374428
   21.636338898    0.001199296    0.001395068    0.001364684
   21.686420701    0.001190800    0.001385191    0.001355033
   21.736502504    0.001182384    0.001375408    0.001345473
   21.786584307    0.001174049    0.001365717    0.001336003
   21.836666110    0.001165792    0.001356118    0.001326624
   21.886747913    0.001157613    0.001346609    0.001317332
   21.936829716    0.001149511    0.001337189    0.001308128
   21.986911519    0.001141485    0.001327858    0.001299010
   22.036993322    0.001133535    0.001318614    0.001289978
   22.087075125    0.001125658    0.001309456    0.001281030
   22.137156928    0.001117855    0.001300384    0.001272165
   22.187238731    0.001110124    0.001291396    0.001263382
   22.237320534    0.001102465    0.001282491    0.001254681
   22.287402337    0.001094877    0.001273668    0.001246060
   22.337484140    0.001087359    0.001264926    0.001237519
   22.387565943    0.001079910    0.001256265    0.001229056
   22.437647746    0.001072530    0.001247683    0.001220670
   22.487729549    0.001065217    0.001239180    0.001212362
   22.537811352    0.001057970    0.001230755    0.001204129
   22.587893155    0.001050790    0.001222406    0.001195971
   22.637974958    0.001043675    0.001214133    0.001187888
   22.688056761    0.001036625    0.001205935    0.001179877
   22.738138564    0.001029639    0.001197811    0.001171939
   22.788220367    0.001022715    0.001189761    0.001164073
   22.838302170    0.001015854    0.001181783    0.001156277
   22.888383973    0.001009055    0.001173876    0.001148552
   22.938465776    0.001002317    0.001166041    0.001140895
   22.988547579    0.000995639    0.001158275    0.001133307
   23.038629382    0.000989020    0.001150579    0.001125787
   23.088711185    0.000982461    0.001142951    0.001118333
   23.138792988    0.000975959    0.001135391    0.001110946
   23.188874791    0.000969516    0.001127897    0.001103624
   23.238956594    0.000963129    0.001120470    0.001096366
   23.289038397    0.000956799    0.001113109    0.001089173
   23.339120200    0.000950524    0.001105812    0.001082043
   23.389202003    0.000944304    0.001098579    0.001074975
   23.439283806    0.000938139    0.001091410    0.001067969
   23.489365609    0.000932028    0.001084303    0.001061024
   23.539447412    0.000925970    0.001077258    0.001054140
   23.589529215    0.000919965    0.001070274    0.001047316
   23.639611018    0.000914012    0.001063351    0.001040550
   23.689692821    0.000908111    0.001056488    0.001033844
   23.739774624    0.000902260    0.001049685    0.001027195
   23.789856427    0.000896460    0.001042939    0.001020603
   23.839938230    0.000890710    0.001036252    0.001014068
   23.890020033    0.000885010    0.001029622    0.001007589
   23.940101836    0.000879358    0.001023049    0.001001166
   23.990183639    0.000873754    0.001016532    0.000994797
   24.040265442    0.000868198    0.001010071    0.000988482
   24.090347245    0.000862690    0.001003665    0.000982222
   24.140429048    0.000857228    0.000997313    0.000976014
   24.190510851    0.000851813    0.000991014    0.000969859
   24.240592654    0.000846443    0.000984769    0.000963755
   24.290674457    0.000841119    0.000978577    0.000957704
   24.340756260    0.000835839    0.000972437    0.000951703
   24.390838063    0.000830604    0.000966348    0.000945752
   24.440919866    0.000825413    0.000960310    0.000939851
   24.491001669    0.000820265    0.000954323    0.000933999
   24.541083472    0.000815160    0.000948386    0.000928197
   24.591165275    0.000810098    0.000942498    0.000922442
   24.641247078    0.000805077    0.000936659    0.000916735
   24.691328881    0.000800099    0.000930868    0.000911076
   24.741410684    0.000795161    0.000925125    0.000905463
   24.791492487    0.000790264    0.000919430    0.000899896
   24.841574290    0.000785408    0.000913781    0.000894375
   24.891656093    0.000780591    0.000908179    0.000888900
   24.941737896    0.000775814    0.000902623    0.000883469
   24.991819699    0.000771076    0.000897112    0.000878083
   25.041901503    0.000766377    0.000891647    0.000872740
   25.091983306    0.000761716    0.000886226    0.000867441
   25.142065109    0.000757094    0.000880849    0.000862186
   25.192146912    0.000752508    0.000875515    0.000856972
   25.242228715    0.000747960    0.000870225    0.000851801
   25.292310518    0.000743448    0.000864977    0.000846672
   25.342392321    0.000738973    0.000859772    0.000841584
   25.392474124    0.000734534    0.000854609    0.000836537
   25.442555927    0.000730131    0.000849487    0.000831530
   25.492637730    0.000725763    0.000844406    0.000826563
   25.542719533    0.000721429    0.000839366    0.000821636
   25.592801336    0.000717131    0.000834366    0.000816749
   25.642883139    0.000712867    0.000829406    0.000811900
   25.692964942    0.000708636    0.000824485    0.000807090
   25.743046745    0.000704439    0.000819604    0.000802318
   25.793128548    0.000700276    0.000814761    0.000797583
   25.843210351    0.000696145    0.000809956    0.000792886
   25.893292154    0.000692047    0.000805189    0.000788226
   25.943373957    0.000687981    0.000800459    0.000783602
   25.993455760    0.000683947    0.000795767    0.000779015
   26.043537563    0.000679945    0.000791112    0.000774464
   26.093619366    0.000675974    0.000786493    0.000769948
   26.143701169    0.000672034    0.000781910    0.000765468
   26.193782972    0.000668125    0.000777362    0.000761022
   26.243864775    0.000664246    0.000772850    0.000756611
   26.293946578    0.000660397    0.000768373    0.000752234
   26.344028381    0.000656578    0.000763931    0.000747890
   26.394110184    0.000652789    0.000759523    0.000743581
   26.444191987    0.000649028    0.000755149    0.000739304
   26.494273790    0.000645297    0.000750809    0.000735061
   26.544355593    0.000641595    0.000746502    0.000730850
   26.594437396    0.000637920    0.000742228    0.000726671
   26.644519199    0.000634274    0.000737987    0.000722524
   26.694601002    0.000630656    0.000733778    0.000718409
   26.744682805    0.000627066    0.000729601    0.000714325
   26.794764608    0.000623502    0.000725456    0.000710272
   26.844846411    0.000619966    0.000721343    0.000706250
   26.894928214    0.000616457    0.000717260    0.000702258
   26.945010017    0.000612974    0.000713209    0.000698297
   26.995091820    0.000609517    0.000709188    0.000694365
   27.045173623    0.000606087    0.000705197    0.000690463
   27.095255426    0.000602682    0.000701237    0.000686590
   27.145337229    0.000599303    0.000697306    0.000682747
   27.195419032    0.000595949    0.000693404    0.000678932
   27.245500835    0.000592621    0.000689532    0.000675145
   27.295582638    0.000589317    0.000685689    0.000671387
   27.345664441    0.000586038    0.000681874    0.000667656
   27.395746244    0.000582783    0.000678088    0.000663954
   27.445828047    0.000579552    0.000674329    0.000660279
   27.495909850    0.000576345    0.000670599    0.000656630
   27.545991653    0.000573162    0.000666896    0.000653009
   27.596073456    0.000570003    0.000663221    0.000649415
   27.646155259    0.000566866    0.000659572    0.000645847
