# energy grid [eV]     epsi_x  epsi_y  epsi_z
#
    0.001000000 1566.804865958 1098.275171446 1129.306691417
   27.696237062    0.000563753    0.000655950    0.000642305
   27.746318865    0.000560663    0.000652355    0.000638789
   27.796400668    0.000557595    0.000648787    0.000635299
   27.846482471    0.000554550    0.000645244    0.000631835
   27.896564274    0.000551527    0.000641727    0.000628395
   27.946646077    0.000548525    0.000638236    0.000624981
   27.996727880    0.000545546    0.000634770    0.000621591
   28.046809683    0.000542589    0.000631329    0.000618226
   28.096891486    0.000539652    0.000627913    0.000614885
   28.146973289    0.000536737    0.000624522    0.000611569
   28.197055092    0.000533843    0.000621156    0.000608276
   28.247136895    0.000530970    0.000617813    0.000605007
   28.297218698    0.000528118    0.000614495    0.000601761
   28.347300501    0.000525286    0.000611200    0.000598539
   28.397382304    0.000522474    0.000607929    0.000595340
   28.447464107    0.000519683    0.000604682    0.000592163
   28.497545910    0.000516911    0.000601457    0.000589010
   28.547627713    0.000514159    0.000598256    0.000585878
   28.597709516    0.000511427    0.000595077    0.000582769
   28.647791319    0.000508714    0.000591921    0.000579682
   28.697873122    0.000506020    0.000588787    0.000576617
   28.747954925    0.000503346    0.000585676    0.000573573
   28.798036728    0.000500690    0.000582586    0.000570551
   28.848118531    0.000498053    0.000579518    0.000567550
   28.898200334    0.000495434    0.000576472    0.000564571
   28.948282137    0.000492834    0.000573447    0.000561612
   28.998363940    0.000490252    0.000570443    0.000558673
   29.048445743    0.000487688    0.000567461    0.000555756
   29.098527546    0.000485143    0.000564499    0.000552859
   29.148609349    0.000482614    0.000561558    0.000549981
   29.198691152    0.000480104    0.000558637    0.000547124
   29.248772955    0.000477611    0.000555737    0.000544287
   29.298854758    0.000475135    0.000552856    0.000541469
   29.348936561    0.000472676    0.000549996    0.000538671
   29.399018364    0.000470235    0.000547155    0.000535892
   29.449100167    0.000467810    0.000544334    0.000533133
   29.499181970    0.000465402    0.000541533    0.000530392
   29.549263773    0.000463010    0.000538750    0.000527670
   29.599345576    0.000460635    0.000535987    0.000524967
   29.649427379    0.000458276    0.000533243    0.000522282
   29.699509182    0.000455933    0.000530517    0.000519615
   29.749590985    0.000453607    0.000527810    0.000516967
   29.799672788    0.000451296    0.000525122    0.000514337
   29.849754591    0.000449000    0.000522451    0.000511724
   29.899836394    0.000446721    0.000519799    0.000509130
   29.949918197    0.000444457    0.000517165    0.000506553
   30.000000000    0.000442208    0.000514549    0.000503993
