# energy grid [eV]     epsi_x  epsi_y  epsi_z
#
    0.001000000 1040.987373728  839.217161652 2108.725033738
    7.613434057    0.116370198    0.109776845    0.049916190
    7.663515860    0.102793470    0.099957315    0.046877962
    7.713597663    0.099144872    0.094415550    0.044516018
    7.763679466    0.094939093    0.089618228    0.042544456
    7.813761269    0.082457537    0.080193721    0.040835141
    7.863843072    0.066735421    0.067542529    0.039331556
    7.913924875    0.055434390    0.058168398    0.037985473
    7.964006678    0.048580719    0.052393250    0.036759382
    8.014088481    0.044268937    0.048585808    0.035628792
    8.064170284    0.041238094    0.045777377    0.034577106
    8.114252087    0.038909977    0.043532819    0.033592372
    8.164333890    0.037011032    0.041643769    0.032665575
    8.214415693    0.035398091    0.039999225    0.031789683
    8.264497496    0.033988978    0.038534240    0.030959065
    8.314579299    0.032732839    0.037207804    0.030169119
    8.364661102    0.031596232    0.035992393    0.029416013
    8.414742905    0.030556053    0.034868593    0.028696516
    8.464824708    0.029595675    0.033822149    0.028007862
    8.514906511    0.028702722    0.032842240    0.027347663
    8.564988314    0.027867713    0.031920417    0.026713834
    8.615070117    0.027083210    0.031049932    0.026104541
    8.665151920    0.026343253    0.030225287    0.025518156
    8.715233723    0.025642980    0.029441925    0.024953228
    8.765315526    0.024978363    0.028696015    0.024408453
    8.815397329    0.024346020    0.027984295    0.023882654
    8.865479132    0.023743076    0.027303960    0.023374763
    8.915560935    0.023167061    0.026652567    0.022883806
    8.965642738    0.022615836    0.026027980    0.022408893
    9.015724541    0.022087527    0.025428310    0.021949206
    9.065806344    0.021580486    0.024851878    0.021503991
    9.115888147    0.021093251    0.024297182    0.021072554
    9.165969950    0.020624516    0.023762872    0.020654246
    9.216051753    0.020173113    0.023247728    0.020248470
    9.266133556    0.019737984    0.022750642    0.019854666
    9.316215359    0.019318176    0.022270604    0.019472313
    9.366297162    0.018912818    0.021806692    0.019100922
    9.416378965    0.018521117    0.021358058    0.018740037
    9.466460768    0.018142346    0.020923921    0.018389227
    9.516542571    0.017775837    0.020503561    0.018048089
    9.566624374    0.017420975    0.020096311    0.017716242
    9.616706177    0.017077189    0.019701552    0.017393327
    9.666787980    0.016743953    0.019318708    0.017079005
    9.716869783    0.016420776    0.018947243    0.016772955
    9.766951586    0.016107202    0.018586655    0.016474873
    9.817033389    0.015802806    0.018236476    0.016184472
    9.867115192    0.015507191    0.017896265    0.015901478
    9.917196995    0.015219983    0.017565611    0.015625632
    9.967278798    0.014940835    0.017244126    0.015356687
   10.017360601    0.014669418    0.016931444    0.015094407
   10.067442404    0.014405424    0.016627221    0.014838569
   10.117524207    0.014148563    0.016331133    0.014588960
   10.167606010    0.013898561    0.016042872    0.014345376
   10.217687813    0.013655159    0.015762149    0.014107623
   10.267769616    0.013418114    0.015488688    0.013875517
   10.317851419    0.013187195    0.015222229    0.013648879
   10.367933222    0.012962184    0.014962526    0.013427541
   10.418015025    0.012742873    0.014709344    0.013211340
   10.468096828    0.012529066    0.014462461    0.013000122
   10.518178631    0.012320578    0.014221665    0.012793738
   10.568260434    0.012117232    0.013986757    0.012592046
   10.618342237    0.011918861    0.013757544    0.012394911
   10.668424040    0.011725306    0.013533847    0.012202203
   10.718505843    0.011536417    0.013315493    0.012013796
   10.768587646    0.011352051    0.013102317    0.011829571
   10.818669449    0.011172073    0.012894166    0.011649415
   10.868751252    0.010996356    0.012690891    0.011473218
   10.918833055    0.010824779    0.012492353    0.011300874
   10.968914858    0.010657228    0.012298420    0.011132285
   11.018996661    0.010493598    0.012108968    0.010967355
   11.069078464    0.010333788    0.011923880    0.010805993
   11.119160267    0.010177708    0.011743048    0.010648111
   11.169242070    0.010025271    0.011566372    0.010493628
   11.219323873    0.009876402    0.011393758    0.010342465
   11.269405676    0.009731033    0.011225123    0.010194549
   11.319487479    0.009589106    0.011060396    0.010049809
   11.369569282    0.009450574    0.010899514    0.009908181
   11.419651085    0.009315402    0.010742429    0.009769604
   11.469732888    0.009183571    0.010589109    0.009634023
   11.519814691    0.009055082    0.010439540    0.009501388
   11.569896494    0.008929958    0.010293734    0.009371654
   11.619978297    0.008808254    0.010151734    0.009244783
   11.670060100    0.008690066    0.010013627    0.009120746
   11.720141903    0.008575548    0.009879557    0.008999521
   11.770223706    0.008464936    0.009749752    0.008881098
   11.820305509    0.008358583    0.009624565    0.008765483
   11.870387312    0.008257024    0.009504533    0.008652705
   11.920469115    0.008161079    0.009390493    0.008542822
   11.970550918    0.008072040    0.009283772    0.008435954
   12.020632721    0.007992023    0.009186563    0.008332326
   12.070714524    0.007924667    0.009102671    0.008232397
   12.120796327    0.007876668    0.009039147    0.008137188
   12.170878130    0.007861396    0.009010203    0.008048937
   12.220959933    0.007908245    0.009047324    0.007969132
   12.271041736    0.008086649    0.009224161    0.007889236
   12.321123539    0.008532019    0.009669752    0.007804816
   12.371205342    0.009165217    0.010281419    0.007715418
   12.421287145    0.009313311    0.010414618    0.007636717
   12.471368948    0.009188695    0.010268357    0.007571061
   12.521450751    0.008959467    0.009995761    0.007506951
   12.571532554    0.008732150    0.009743175    0.007462518
   12.621614357    0.008640741    0.009624624    0.007446293
   12.671696160    0.008502424    0.009446296    0.007464178
   12.721777963    0.008337982    0.009247729    0.007497701
   12.771859766    0.008313059    0.009189844    0.007480321
   12.821941569    0.008269032    0.009099125    0.007461421
   12.872023372    0.008152187    0.008947155    0.007478901
   12.922105175    0.008168692    0.008917072    0.007536619
   12.972186978    0.008250074    0.008945823    0.007669629
   13.022268781    0.008276395    0.008936018    0.007936705
   13.072350584    0.008336642    0.008999224    0.008376556
   13.122432387    0.008439298    0.009088764    0.008878678
   13.172514190    0.008455171    0.009027343    0.009250313
   13.222595993    0.008490631    0.008965173    0.009695163
   13.272677796    0.008654134    0.009014410    0.010396166
   13.322759599    0.009207824    0.009392298    0.011481354
   13.372841402    0.010293620    0.010029671    0.012611459
   13.422923205    0.012043355    0.010941772    0.013544955
   13.473005008    0.013620402    0.011901146    0.015006832
   13.523086811    0.013810895    0.011880367    0.016881951
   13.573168614    0.013119556    0.011002384    0.016851759
   13.623250417    0.012235735    0.010251271    0.016466132
   13.673332220    0.011349075    0.009696217    0.016235445
   13.723414023    0.010509365    0.009371151    0.016315939
   13.773495826    0.010056540    0.009292558    0.016898303
   13.823577629    0.010626813    0.009692798    0.018494821
   13.873659432    0.011819675    0.010430148    0.021544467
   13.923741235    0.013248132    0.011370255    0.025797654
   13.973823038    0.014022305    0.011832381    0.025236415
   14.023904841    0.013447684    0.011702473    0.020014084
   14.073986644    0.012064986    0.012027624    0.016182585
   14.124068447    0.010298877    0.012348135    0.013985062
   14.174150250    0.008837176    0.011143069    0.012536547
   14.224232053    0.007839939    0.009930689    0.011184487
   14.274313856    0.007248518    0.009363420    0.010061671
   14.324395659    0.006772424    0.008714281    0.009241725
   14.374477462    0.006204073    0.007530719    0.008647050
   14.424559265    0.005769594    0.006650669    0.008161995
   14.474641068    0.005479707    0.006179117    0.007792662
   14.524722871    0.005292491    0.005961565    0.007161340
   14.574804674    0.005143605    0.005810864    0.006326270
   14.624886477    0.004850917    0.005511894    0.005664719
   14.674968280    0.004590122    0.005233060    0.005265736
   14.725050083    0.004421274    0.005049199    0.005014555
   14.775131886    0.004302855    0.004919086    0.004836805
   14.825213689    0.004209900    0.004816387    0.004699221
   14.875295492    0.004131352    0.004729304    0.004586041
   14.925377295    0.004061928    0.004652151    0.004488974
   14.975459098    0.003998804    0.004581865    0.004403239
   15.025540902    0.003940317    0.004516633    0.004325869
   15.075622705    0.003885414    0.004455298    0.004254916
   15.125704508    0.003833385    0.004397082    0.004189039
   15.175786311    0.003783727    0.004341435    0.004127280
   15.225868114    0.003736076    0.004287956    0.004068933
   15.275949917    0.003690154    0.004236343    0.004013465
   15.326031720    0.003645747    0.004186364    0.003960465
   15.376113523    0.003602686    0.004137835    0.003909608
   15.426195326    0.003560836    0.004090611    0.003860635
   15.476277129    0.003520086    0.004044573    0.003813337
   15.526358932    0.003480342    0.003999622    0.003767541
   15.576440735    0.003441528    0.003955675    0.003723104
   15.626522538    0.003403579    0.003912665    0.003679906
   15.676604341    0.003366437    0.003870532    0.003637843
   15.726686144    0.003330055    0.003829224    0.003596831
   15.776767947    0.003294391    0.003788696    0.003556793
   15.826849750    0.003259405    0.003748911    0.003517664
   15.876931553    0.003225067    0.003709834    0.003479389
   15.927013356    0.003191346    0.003671432    0.003441915
   15.977095159    0.003158215    0.003633680    0.003405200
   16.027176962    0.003125651    0.003596552    0.003369204
   16.077258765    0.003093633    0.003560025    0.003333892
   16.127340568    0.003062139    0.003524079    0.003299231
   16.177422371    0.003031153    0.003488695    0.003265194
   16.227504174    0.003000657    0.003453855    0.003231754
   16.277585977    0.002970636    0.003419542    0.003198888
   16.327667780    0.002941076    0.003385742    0.003166574
   16.377749583    0.002911963    0.003352441    0.003134792
   16.427831386    0.002883284    0.003319625    0.003103523
   16.477913189    0.002855029    0.003287283    0.003072751
   16.527994992    0.002827185    0.003255401    0.003042459
   16.578076795    0.002799742    0.003223969    0.003012633
   16.628158598    0.002772691    0.003192977    0.002983259
   16.678240401    0.002746022    0.003162415    0.002954325
   16.728322204    0.002719726    0.003132272    0.002925818
   16.778404007    0.002693795    0.003102540    0.002897726
   16.828485810    0.002668220    0.003073210    0.002870039
   16.878567613    0.002642994    0.003044274    0.002842746
   16.928649416    0.002618109    0.003015724    0.002815838
   16.978731219    0.002593558    0.002987551    0.002789306
   17.028813022    0.002569335    0.002959749    0.002763141
   17.078894825    0.002545433    0.002932310    0.002737335
   17.128976628    0.002521844    0.002905227    0.002711879
   17.179058431    0.002498564    0.002878494    0.002686765
   17.229140234    0.002475587    0.002852105    0.002661987
   17.279222037    0.002452906    0.002826052    0.002637538
   17.329303840    0.002430516    0.002800329    0.002613410
   17.379385643    0.002408411    0.002774932    0.002589598
   17.429467446    0.002386587    0.002749853    0.002566094
   17.479549249    0.002365039    0.002725088    0.002542894
   17.529631052    0.002343761    0.002700632    0.002519990
   17.579712855    0.002322749    0.002676478    0.002497378
   17.629794658    0.002301998    0.002652621    0.002475051
   17.679876461    0.002281503    0.002629058    0.002453005
   17.729958264    0.002261261    0.002605782    0.002431235
   17.780040067    0.002241267    0.002582789    0.002409735
   17.830121870    0.002221516    0.002560074    0.002388501
   17.880203673    0.002202006    0.002537633    0.002367528
   17.930285476    0.002182731    0.002515462    0.002346812
   17.980367279    0.002163688    0.002493555    0.002326347
   18.030449082    0.002144873    0.002471910    0.002306130
   18.080530885    0.002126283    0.002450521    0.002286157
   18.130612688    0.002107913    0.002429385    0.002266424
   18.180694491    0.002089761    0.002408497    0.002246925
   18.230776294    0.002071823    0.002387855    0.002227659
   18.280858097    0.002054095    0.002367453    0.002208620
   18.330939900    0.002036575    0.002347289    0.002189806
   18.381021703    0.002019259    0.002327359    0.002171212
   18.431103506    0.002002144    0.002307658    0.002152835
   18.481185309    0.001985227    0.002288185    0.002134672
   18.531267112    0.001968504    0.002268935    0.002116720
   18.581348915    0.001951974    0.002249904    0.002098974
   18.631430718    0.001935632    0.002231091    0.002081432
   18.681512521    0.001919477    0.002212491    0.002064091
   18.731594324    0.001903505    0.002194101    0.002046947
   18.781676127    0.001887713    0.002175919    0.002029998
   18.831757930    0.001872100    0.002157941    0.002013241
   18.881839733    0.001856662    0.002140164    0.001996672
   18.931921536    0.001841397    0.002122585    0.001980290
   18.982003339    0.001826303    0.002105202    0.001964091
   19.032085142    0.001811376    0.002088012    0.001948072
   19.082166945    0.001796615    0.002071011    0.001932231
   19.132248748    0.001782017    0.002054198    0.001916566
   19.182330551    0.001767579    0.002037570    0.001901073
   19.232412354    0.001753300    0.002021123    0.001885750
   19.282494157    0.001739177    0.002004856    0.001870596
   19.332575960    0.001725208    0.001988765    0.001855606
   19.382657763    0.001711391    0.001972850    0.001840780
   19.432739566    0.001697724    0.001957106    0.001826115
   19.482821369    0.001684204    0.001941532    0.001811608
   19.532903172    0.001670830    0.001926125    0.001797257
   19.582984975    0.001657600    0.001910883    0.001783060
   19.633066778    0.001644511    0.001895804    0.001769015
   19.683148581    0.001631562    0.001880885    0.001755120
   19.733230384    0.001618750    0.001866125    0.001741373
   19.783312187    0.001606075    0.001851521    0.001727772
   19.833393990    0.001593533    0.001837071    0.001714314
   19.883475793    0.001581124    0.001822773    0.001700998
   19.933557596    0.001568845    0.001808625    0.001687822
   19.983639399    0.001556694    0.001794625    0.001674784
   20.033721202    0.001544671    0.001780771    0.001661882
   20.083803005    0.001532773    0.001767061    0.001649114
   20.133884808    0.001520998    0.001753494    0.001636479
   20.183966611    0.001509346    0.001740066    0.001623974
   20.234048414    0.001497813    0.001726777    0.001611598
   20.284130217    0.001486400    0.001713625    0.001599350
   20.334212020    0.001475103    0.001700607    0.001587227
   20.384293823    0.001463923    0.001687723    0.001575228
   20.434375626    0.001452856    0.001674970    0.001563352
   20.484457429    0.001441903    0.001662346    0.001551596
   20.534539232    0.001431060    0.001649851    0.001539960
   20.584621035    0.001420327    0.001637482    0.001528441
   20.634702838    0.001409703    0.001625238    0.001517038
   20.684784641    0.001399185    0.001613116    0.001505750
   20.734866444    0.001388773    0.001601117    0.001494575
   20.784948247    0.001378466    0.001589237    0.001483511
   20.835030050    0.001368261    0.001577476    0.001472558
   20.885111853    0.001358158    0.001565832    0.001461714
   20.935193656    0.001348156    0.001554303    0.001450977
   20.985275459    0.001338252    0.001542889    0.001440346
   21.035357262    0.001328446    0.001531587    0.001429820
   21.085439065    0.001318737    0.001520396    0.001419398
   21.135520868    0.001309123    0.001509315    0.001409078
   21.185602671    0.001299604    0.001498343    0.001398859
   21.235684474    0.001290178    0.001487478    0.001388739
   21.285766277    0.001280843    0.001476718    0.001378718
   21.335848080    0.001271599    0.001466064    0.001368794
   21.385929883    0.001262445    0.001455512    0.001358966
   21.436011686    0.001253380    0.001445062    0.001349233
   21.486093489    0.001244402    0.001434714    0.001339594
   21.536175292    0.001235510    0.001424464    0.001330047
   21.586257095    0.001226703    0.001414313    0.001320592
   21.636338898    0.001217981    0.001404259    0.001311227
   21.686420701    0.001209343    0.001394301    0.001301951
   21.736502504    0.001200786    0.001384438    0.001292763
   21.786584307    0.001192311    0.001374668    0.001283662
   21.836666110    0.001183916    0.001364991    0.001274648
   21.886747913    0.001175601    0.001355406    0.001265718
   21.936829716    0.001167364    0.001345910    0.001256872
   21.986911519    0.001159204    0.001336504    0.001248110
   22.036993322    0.001151121    0.001327186    0.001239429
   22.087075125    0.001143114    0.001317955    0.001230830
   22.137156928    0.001135181    0.001308811    0.001222310
   22.187238731    0.001127322    0.001299751    0.001213870
   22.237320534    0.001119536    0.001290776    0.001205507
   22.287402337    0.001111823    0.001281883    0.001197223
   22.337484140    0.001104181    0.001273073    0.001189014
   22.387565943    0.001096609    0.001264344    0.001180881
   22.437647746    0.001089107    0.001255696    0.001172823
   22.487729549    0.001081673    0.001247126    0.001164838
   22.537811352    0.001074308    0.001238635    0.001156926
   22.587893155    0.001067010    0.001230222    0.001149087
   22.637974958    0.001059778    0.001221885    0.001141318
   22.688056761    0.001052613    0.001213624    0.001133620
   22.738138564    0.001045512    0.001205438    0.001125992
   22.788220367    0.001038475    0.001197326    0.001118432
   22.838302170    0.001031502    0.001189287    0.001110941
   22.888383973    0.001024592    0.001181320    0.001103517
   22.938465776    0.001017744    0.001173425    0.001096159
   22.988547579    0.001010957    0.001165600    0.001088867
   23.038629382    0.001004231    0.001157846    0.001081640
   23.088711185    0.000997564    0.001150160    0.001074477
   23.138792988    0.000990957    0.001142543    0.001067378
   23.188874791    0.000984409    0.001134994    0.001060342
   23.238956594    0.000977919    0.001127511    0.001053368
   23.289038397    0.000971486    0.001120095    0.001046455
   23.339120200    0.000965110    0.001112743    0.001039603
   23.389202003    0.000958790    0.001105457    0.001032811
   23.439283806    0.000952525    0.001098234    0.001026079
   23.489365609    0.000946315    0.001091075    0.001019405
   23.539447412    0.000940160    0.001083978    0.001012790
   23.589529215    0.000934058    0.001076943    0.001006232
   23.639611018    0.000928009    0.001069969    0.000999731
   23.689692821    0.000922012    0.001063055    0.000993286
   23.739774624    0.000916068    0.001056202    0.000986897
   23.789856427    0.000910175    0.001049407    0.000980563
   23.839938230    0.000904332    0.001042671    0.000974283
   23.890020033    0.000898540    0.001035993    0.000968057
   23.940101836    0.000892798    0.001029373    0.000961885
   23.990183639    0.000887104    0.001022809    0.000955765
   24.040265442    0.000881460    0.001016301    0.000949697
   24.090347245    0.000875863    0.001009848    0.000943681
   24.140429048    0.000870314    0.001003450    0.000937716
   24.190510851    0.000864812    0.000997107    0.000931801
   24.240592654    0.000859357    0.000990817    0.000925936
   24.290674457    0.000853948    0.000984580    0.000920121
   24.340756260    0.000848584    0.000978396    0.000914354
   24.390838063    0.000843266    0.000972264    0.000908636
   24.440919866    0.000837992    0.000966183    0.000902966
   24.491001669    0.000832762    0.000960154    0.000897343
   24.541083472    0.000827576    0.000954174    0.000891767
   24.591165275    0.000822433    0.000948245    0.000886237
   24.641247078    0.000817333    0.000942364    0.000880754
   24.691328881    0.000812275    0.000936533    0.000875315
   24.741410684    0.000807259    0.000930750    0.000869922
   24.791492487    0.000802285    0.000925014    0.000864573
   24.841574290    0.000797352    0.000919326    0.000859268
   24.891656093    0.000792459    0.000913685    0.000854007
   24.941737896    0.000787606    0.000908090    0.000848788
   24.991819699    0.000782794    0.000902541    0.000843613
   25.041901503    0.000778020    0.000897037    0.000838479
   25.091983306    0.000773286    0.000891578    0.000833387
   25.142065109    0.000768590    0.000886164    0.000828337
   25.192146912    0.000763932    0.000880794    0.000823328
   25.242228715    0.000759312    0.000875467    0.000818359
   25.292310518    0.000754729    0.000870183    0.000813430
   25.342392321    0.000750184    0.000864942    0.000808541
   25.392474124    0.000745675    0.000859743    0.000803692
   25.442555927    0.000741202    0.000854586    0.000798881
   25.492637730    0.000736765    0.000849471    0.000794108
   25.542719533    0.000732364    0.000844396    0.000789374
   25.592801336    0.000727998    0.000839362    0.000784678
   25.642883139    0.000723667    0.000834368    0.000780019
   25.692964942    0.000719370    0.000829414    0.000775397
   25.743046745    0.000715107    0.000824499    0.000770811
   25.793128548    0.000710878    0.000819623    0.000766262
   25.843210351    0.000706683    0.000814785    0.000761749
   25.893292154    0.000702521    0.000809986    0.000757271
   25.943373957    0.000698391    0.000805225    0.000752829
   25.993455760    0.000694294    0.000800501    0.000748421
   26.043537563    0.000690229    0.000795814    0.000744048
   26.093619366    0.000686196    0.000791164    0.000739709
   26.143701169    0.000682195    0.000786550    0.000735404
   26.193782972    0.000678224    0.000781972    0.000731132
   26.243864775    0.000674285    0.000777430    0.000726893
   26.293946578    0.000670376    0.000772923    0.000722688
   26.344028381    0.000666498    0.000768451    0.000718514
   26.394110184    0.000662649    0.000764014    0.000714374
   26.444191987    0.000658830    0.000759610    0.000710265
   26.494273790    0.000655041    0.000755241    0.000706187
   26.544355593    0.000651281    0.000750906    0.000702141
   26.594437396    0.000647549    0.000746603    0.000698126
   26.644519199    0.000643847    0.000742334    0.000694141
   26.694601002    0.000640172    0.000738097    0.000690187
   26.744682805    0.000636526    0.000733893    0.000686263
   26.794764608    0.000632907    0.000729720    0.000682369
   26.844846411    0.000629316    0.000725580    0.000678504
   26.894928214    0.000625752    0.000721470    0.000674669
   26.945010017    0.000622215    0.000717392    0.000670863
   26.995091820    0.000618705    0.000713345    0.000667085
   27.045173623    0.000615221    0.000709328    0.000663336
   27.095255426    0.000611764    0.000705342    0.000659615
   27.145337229    0.000608332    0.000701385    0.000655921
   27.195419032    0.000604927    0.000697458    0.000652256
   27.245500835    0.000601546    0.000693561    0.000648618
   27.295582638    0.000598191    0.000689692    0.000645007
   27.345664441    0.000594861    0.000685853    0.000641422
   27.395746244    0.000591556    0.000682042    0.000637865
   27.445828047    0.000588275    0.000678259    0.000634334
   27.495909850    0.000585019    0.000674504    0.000630828
   27.545991653    0.000581787    0.000670777    0.000627349
   27.596073456    0.000578578    0.000667078    0.000623896
   27.646155259    0.000575394    0.000663406    0.000620467
   27.696237062    0.000572232    0.000659761    0.000617064
