# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
   18.230776294    1.231528577    1.266932412    1.250857825
   18.280858097    1.230292193    1.265507470    1.249515334
   18.330939900    1.229065627    1.264093838    1.248183530
   18.381021703    1.227848777    1.262691397    1.246862302
   18.431103506    1.226641540    1.261300031    1.245551538
   18.481185309    1.225443815    1.259919623    1.244251128
   18.531267112    1.224255505    1.258550059    1.242960965
   18.581348915    1.223076510    1.257191227    1.241680942
   18.631430718    1.221906735    1.255843015    1.240410952
   18.681512521    1.220746083    1.254505313    1.239150892
   18.731594324    1.219594461    1.253178014    1.237900660
   18.781676127    1.218451776    1.251861010    1.236660154
   18.831757930    1.217317935    1.250554195    1.235429273
   18.881839733    1.216192849    1.249257466    1.234207919
   18.931921536    1.215076428    1.247970719    1.232995994
   18.982003339    1.213968583    1.246693852    1.231793402
   19.032085142    1.212869228    1.245426765    1.230600048
   19.082166945    1.211778277    1.244169360    1.229415838
   19.132248748    1.210695643    1.242921537    1.228240678
   19.182330551    1.209621244    1.241683201    1.227074479
   19.232412354    1.208554997    1.240454257    1.225917148
   19.282494157    1.207496819    1.239234609    1.224768598
   19.332575960    1.206446630    1.238024164    1.223628739
   19.382657763    1.205404350    1.236822832    1.222497484
   19.432739566    1.204369900    1.235630521    1.221374749
   19.482821369    1.203343202    1.234447141    1.220260446
   19.532903172    1.202324180    1.233272604    1.219154494
   19.582984975    1.201312757    1.232106823    1.218056809
   19.633066778    1.200308859    1.230949710    1.216967309
   19.683148581    1.199312411    1.229801182    1.215885913
   19.733230384    1.198323340    1.228661152    1.214812542
   19.783312187    1.197341574    1.227529539    1.213747116
   19.833393990    1.196367042    1.226406260    1.212689559
   19.883475793    1.195399672    1.225291234    1.211639792
   19.933557596    1.194439396    1.224184380    1.210597740
   19.983639399    1.193486143    1.223085620    1.209563328
   20.033721202    1.192539848    1.221994874    1.208536482
   20.083803005    1.191600441    1.220912066    1.207517128
   20.133884808    1.190667857    1.219837118    1.206505194
   20.183966611    1.189742030    1.218769956    1.205500608
   20.234048414    1.188822895    1.217710505    1.204503300
   20.284130217    1.187910389    1.216658691    1.203513200
   20.334212020    1.187004447    1.215614441    1.202530239
   20.384293823    1.186105008    1.214577684    1.201554349
   20.434375626    1.185212009    1.213548347    1.200585463
   20.484457429    1.184325390    1.212526361    1.199623513
   20.534539232    1.183445090    1.211511656    1.198668434
   20.584621035    1.182571050    1.210504163    1.197720161
   20.634702838    1.181703210    1.209503815    1.196778631
   20.684784641    1.180841513    1.208510544    1.195843778
   20.734866444    1.179985900    1.207524285    1.194915541
   20.784948247    1.179136315    1.206544971    1.193993858
   20.835030050    1.178292702    1.205572538    1.193078667
   20.885111853    1.177455005    1.204606922    1.192169908
   20.935193656    1.176623169    1.203648060    1.191267520
   20.985275459    1.175797139    1.202695888    1.190371445
   21.035357262    1.174976863    1.201750346    1.189481625
   21.085439065    1.174162287    1.200811372    1.188598000
   21.135520868    1.173353358    1.199878905    1.187720515
   21.185602671    1.172550025    1.198952887    1.186849112
   21.235684474    1.171752236    1.198033257    1.185983737
   21.285766277    1.170959941    1.197119958    1.185124332
   21.335848080    1.170173090    1.196212931    1.184270845
   21.385929883    1.169391633    1.195312120    1.183423221
   21.436011686    1.168615521    1.194417469    1.182581406
   21.486093489    1.167844705    1.193528921    1.181745348
   21.536175292    1.167079139    1.192646421    1.180914995
   21.586257095    1.166318773    1.191769915    1.180090295
   21.636338898    1.165563563    1.190899349    1.179271197
   21.686420701    1.164813460    1.190034669    1.178457651
   21.736502504    1.164068421    1.189175824    1.177649607
   21.786584307    1.163328398    1.188322760    1.176847015
   21.836666110    1.162593348    1.187475426    1.176049827
   21.886747913    1.161863226    1.186633771    1.175257994
   21.936829716    1.161137989    1.185797745    1.174471469
   21.986911519    1.160417593    1.184967298    1.173690205
   22.036993322    1.159701995    1.184142380    1.172914155
   22.087075125    1.158991153    1.183322944    1.172143273
   22.137156928    1.158285026    1.182508939    1.171377514
   22.187238731    1.157583571    1.181700320    1.170616831
   22.237320534    1.156886747    1.180897038    1.169861181
   22.287402337    1.156194515    1.180099047    1.169110520
   22.337484140    1.155506834    1.179306300    1.168364804
   22.387565943    1.154823665    1.178518753    1.167623989
   22.437647746    1.154144968    1.177736359    1.166888033
   22.487729549    1.153470704    1.176959075    1.166156894
   22.537811352    1.152800835    1.176186856    1.165430530
   22.587893155    1.152135323    1.175419658    1.164708899
   22.637974958    1.151474131    1.174657438    1.163991961
   22.688056761    1.150817221    1.173900153    1.163279676
   22.738138564    1.150164557    1.173147761    1.162572002
   22.788220367    1.149516103    1.172400220    1.161868901
   22.838302170    1.148871821    1.171657489    1.161170334
   22.888383973    1.148231677    1.170919525    1.160476261
   22.938465776    1.147595636    1.170186290    1.159786645
   22.988547579    1.146963662    1.169457743    1.159101447
   23.038629382    1.146335721    1.168733844    1.158420630
   23.088711185    1.145711780    1.168014553    1.157744157
   23.138792988    1.145091803    1.167299832    1.157071991
   23.188874791    1.144475759    1.166589643    1.156404096
   23.238956594    1.143863613    1.165883947    1.155740435
   23.289038397    1.143255333    1.165182706    1.155080973
   23.339120200    1.142650888    1.164485884    1.154425676
   23.389202003    1.142050243    1.163793444    1.153774507
   23.439283806    1.141453369    1.163105348    1.153127433
   23.489365609    1.140860234    1.162421561    1.152484419
   23.539447412    1.140270806    1.161742047    1.151845432
   23.589529215    1.139685055    1.161066771    1.151210438
   23.639611018    1.139102950    1.160395697    1.150579404
   23.689692821    1.138524462    1.159728792    1.149952297
   23.739774624    1.137949561    1.159066019    1.149329085
   23.789856427    1.137378216    1.158407347    1.148709736
   23.839938230    1.136810400    1.157752740    1.148094218
   23.890020033    1.136246082    1.157102167    1.147482500
   23.940101836    1.135685235    1.156455593    1.146874550
   23.990183639    1.135127830    1.155812986    1.146270338
   24.040265442    1.134573840    1.155174314    1.145669833
   24.090347245    1.134023235    1.154539545    1.145073006
   24.140429048    1.133475990    1.153908648    1.144479826
   24.190510851    1.132932077    1.153281591    1.143890263
   24.240592654    1.132391468    1.152658343    1.143304289
   24.290674457    1.131854138    1.152038873    1.142721874
   24.340756260    1.131320059    1.151423151    1.142142990
   24.390838063    1.130789207    1.150811147    1.141567608
   24.440919866    1.130261554    1.150202832    1.140995701
   24.491001669    1.129737076    1.149598175    1.140427240
   24.541083472    1.129215747    1.148997147    1.139862198
   24.591165275    1.128697542    1.148399721    1.139300548
   24.641247078    1.128182437    1.147805866    1.138742262
   24.691328881    1.127670405    1.147215555    1.138187315
   24.741410684    1.127161424    1.146628760    1.137635678
   24.791492487    1.126655470    1.146045453    1.137087327
   24.841574290    1.126152517    1.145465606    1.136542235
   24.891656093    1.125652544    1.144889193    1.136000377
   24.941737896    1.125155525    1.144316186    1.135461727
   24.991819699    1.124661439    1.143746558    1.134926260
   25.041901503    1.124170262    1.143180283    1.134393950
   25.091983306    1.123681971    1.142617336    1.133864774
   25.142065109    1.123196545    1.142057689    1.133338707
   25.192146912    1.122713960    1.141501318    1.132815725
   25.242228715    1.122234194    1.140948197    1.132295803
   25.292310518    1.121757227    1.140398300    1.131778917
   25.342392321    1.121283035    1.139851604    1.131265045
   25.392474124    1.120811599    1.139308082    1.130754163
   25.442555927    1.120342895    1.138767711    1.130246248
   25.492637730    1.119876905    1.138230467    1.129741277
   25.542719533    1.119413605    1.137696325    1.129239227
   25.592801336    1.118952977    1.137165262    1.128740077
   25.642883139    1.118495000    1.136637254    1.128243803
   25.692964942    1.118039653    1.136112278    1.127750384
   25.743046745    1.117586916    1.135590310    1.127259797
   25.793128548    1.117136769    1.135071329    1.126772023
   25.843210351    1.116689194    1.134555310    1.126287038
   25.893292154    1.116244169    1.134042233    1.125804822
   25.943373957    1.115801677    1.133532074    1.125325354
   25.993455760    1.115361698    1.133024812    1.124848613
   26.043537563    1.114924213    1.132520424    1.124374578
   26.093619366    1.114489203    1.132018890    1.123903230
   26.143701169    1.114056649    1.131520187    1.123434547
   26.193782972    1.113626534    1.131024294    1.122968511
   26.243864775    1.113198839    1.130531191    1.122505100
   26.293946578    1.112773546    1.130040857    1.122044296
   26.344028381    1.112350637    1.129553271    1.121586079
   26.394110184    1.111930094    1.129068413    1.121130430
   26.444191987    1.111511900    1.128586261    1.120677329
   26.494273790    1.111096037    1.128106798    1.120226758
   26.544355593    1.110682489    1.127630001    1.119778698
   26.594437396    1.110271237    1.127155853    1.119333130
   26.644519199    1.109862266    1.126684332    1.118890037
   26.694601002    1.109455558    1.126215421    1.118449399
   26.744682805    1.109051096    1.125749099    1.118011199
   26.794764608    1.108648865    1.125285348    1.117575418
   26.844846411    1.108248848    1.124824149    1.117142040
   26.894928214    1.107851028    1.124365484    1.116711046
   26.945010017    1.107455391    1.123909333    1.116282419
   26.995091820    1.107061919    1.123455679    1.115856143
   27.045173623    1.106670597    1.123004503    1.115432198
   27.095255426    1.106281410    1.122555788    1.115010570
   27.145337229    1.105894342    1.122109516    1.114591241
   27.195419032    1.105509377    1.121665668    1.114174194
   27.245500835    1.105126502    1.121224229    1.113759413
   27.295582638    1.104745699    1.120785179    1.113346881
   27.345664441    1.104366956    1.120348502    1.112936583
   27.395746244    1.103990256    1.119914182    1.112528502
   27.445828047    1.103615586    1.119482201    1.112122622
   27.495909850    1.103242930    1.119052542    1.111718928
   27.545991653    1.102872275    1.118625189    1.111317404
